,vdis,beta_con,mcpi
0,1.086555,1.02800727e+23,0.986757154498076
1,0.024595,1.0112252389999998e+24,0.9449636464056195
2,1.206095,9.026818689999999e+23,0.8667959509812073
3,0.162205,1.0179048309999998e+24,0.9776905818526316
4,1.112965,4.3678032699999995e+23,0.8886366269751509
5,0.8572049999999999,4.11731857e+23,0.9065880813868391
6,1.0740450000000001,5.0858594099999996e+23,0.9540049331152561
7,0.376265,2.69790527e+23,0.9130518842731272
8,1.231115,1.0813609549999999e+24,0.9021228448421861
9,0.31093499999999996,3.9002318299999994e+23,0.9367620700316792
10,0.377655,1.34528789e+23,14.337215692648426
11,1.0337349999999998,1.296777797e+24,0.8348661059682978
12,0.7446149999999999,2.68120629e+23,0.8676899171433357
13,0.7056949999999999,7.47381355e+23,1.0279124302748603
14,0.9336550000000001,2.29712975e+23,0.8414436547890671
15,0.497195,7.12313497e+23,0.8232336193211601
16,0.494415,1.558951783e+24,0.9201114915124265
17,1.2630849999999998,6.07109923e+23,0.9023622204062762
18,0.25116499999999997,2.11344097e+23,0.9724196233551925
19,0.9114150000000001,9.811670749999998e+23,1.072783286120821
20,0.839135,9.360798289999999e+23,0.9563097035176935
21,1.085165,1.271729327e+24,0.9352609752072087
22,1.261695,8.893226849999999e+23,0.9349070111381546
23,0.358195,8.525849289999998e+23,0.917985712322048
24,1.2908849999999998,1.5389130069999998e+24,0.9433893441996742
25,1.221385,4.7351808299999996e+23,0.9125814185779529
26,0.107995,1.2433410609999998e+24,1.0960598620094744
27,0.302595,5.7037216699999995e+23,0.9386154259667291
28,1.349265,1.2400012649999997e+24,18.21070917363368
29,1.0309549999999998,1.300117593e+24,0.9361106304088458
30,1.157445,1.330175757e+24,0.9175107624928565
31,1.154665,1.81285933e+23,0.9234287637719285
32,0.7070850000000001,1.136467589e+24,0.9938574438126206
33,1.1810749999999999,1.241671163e+24,0.9813876609126577
34,1.064315,1.14490013e+23,0.945130999590871
35,0.034325,1.1013997309999999e+24,0.956756087854703
36,0.7960450000000001,9.978660549999998e+23,0.8938651986643608
37,1.3311950000000001,1.96315015e+23,0.9546501091355
38,0.998985,1.6407767849999998e+24,0.9505374876221946
39,0.49163500000000004,1.096390037e+24,0.8837675300071695
40,0.09409499999999998,3.2155736499999996e+23,1.0433716796838548
41,0.181665,1.450408413e+24,0.9489034961615042
42,0.550015,2.53091547e+23,0.9608791466434157
43,1.320075,6.77245639e+23,0.9448303881395117
44,0.466615,1.540582905e+24,0.8493956134552443
45,0.950335,4.250910409999999e+23,16.008549418218486
46,0.133015,4.5347930699999994e+23,0.9664713279518327
47,0.6862349999999999,1.062992077e+24,10.997594780868685
48,0.9044649999999999,1.079691057e+24,0.945619943035271
49,0.14552500000000002,1.4520783109999997e+24,0.9727222918203142
50,0.6806749999999999,1.512194639e+24,0.871808077411099
51,0.9864750000000001,1.1882344269999999e+24,0.9888087401833996
52,1.2825449999999998,1.6457864789999998e+24,0.9284004049268111
53,0.597275,1.582330355e+24,1.0221497795252505
54,0.7793650000000001,1.0880405469999998e+24,0.9735687745762708
55,1.067095,1.39538483e+23,0.9618149077680099
56,1.2686449999999998,3.616349169999999e+23,1.0148770668740914
57,0.152475,4.868772669999999e+23,15.807994501724842
58,1.3728949999999998,2.4307215899999998e+23,0.8605891163056212
59,0.14691500000000002,1.333515553e+24,0.9022346738460816
60,0.976745,6.05440025e+23,0.9536219643767039
61,0.533335,1.1581762629999999e+24,0.9150875998452822
62,0.359585,6.83925231e+23,0.8257635718368023
63,0.8599849999999999,3.13207875e+23,17.87100370507649
64,1.3395350000000001,1.1915742229999999e+24,0.873348041101935
65,1.360385,4.2684399e+22,0.9422063726694159
66,0.883615,1.0646619749999999e+24,0.9699610830515237
67,0.9836950000000001,1.510524741e+24,0.9571331065959007
68,0.6876249999999999,7.457114569999999e+23,0.9069022808566183
69,0.7390549999999999,2.18023689e+23,0.9444136680443623
70,0.17749499999999999,4.60158899e+23,1.0051533832984738
71,0.595885,1.3351854510000002e+24,0.9555372332807154
72,0.363755,5.920808409999999e+23,0.9720388046400001
73,1.3701149999999997,1.3953017789999998e+24,0.9254164073612375
74,0.9670150000000001,2.4975175099999996e+23,0.9075114562321158
75,0.565305,1.3285889099999999e+23,1.049728542118927
76,0.9642350000000001,1.266719633e+24,0.9076288023081511
77,0.091315,1.156506365e+24,0.9529697919182897
78,0.276185,1.1698655490000001e+24,0.9864555296003512
79,0.805775,1.77946137e+23,0.8771325641007681
80,0.8627649999999999,1.036273709e+24,0.9168016108459058
81,1.306175,1.5422528029999999e+24,0.8888379738812697
82,0.6250749999999999,8.141772749999999e+23,1.0215312606372522
83,0.6056149999999999,1.4921558629999997e+24,0.9877692117768261
84,0.654265,1.71266545e+23,1.094354303129017
85,0.330395,1.373593105e+24,0.9785184115806309
86,0.548625,7.407017629999999e+23,17.366728264114897
87,0.800215,1.2166226929999998e+24,1.0715221909780086
88,0.44020499999999996,1.16159911e+23,0.9889141791330643
89,0.7654650000000001,5.771348100000001e+22,0.8712859045910293
90,1.051805,1.478796679e+24,0.9936090010887155
91,0.155255,7.89128805e+23,1.0003939400418662
92,0.102435,1.585670151e+24,0.898808634356054
93,0.180275,2.5985418999999995e+22,1.015518751650916
94,0.651485,1.4854762709999997e+24,1.0522809269036206
95,0.134405,1.321826267e+24,0.9985718562631136
96,0.9280950000000001,5.82061453e+23,0.7805678499652386
97,0.326225,1.24509401e+23,0.8917860826035096
98,0.6028349999999999,1.6474563769999998e+24,0.9040893599496875
99,0.319275,9.394196249999999e+23,0.9039643380988476
100,1.2491849999999998,9.21050747e+23,15.846122074599936
101,0.242825,3.516155289999999e+23,0.8673849244044755
102,0.338735,1.6040390289999998e+24,17.42082536799497
103,1.0712650000000001,1.2500206529999998e+24,0.9502834310969499
104,0.751565,5.58682881e+23,0.9143451579826885
105,0.07046499999999999,4.4345991899999994e+23,0.9128343346200444
106,0.11911499999999998,7.87458907e+23,0.9859023519399006
107,0.472175,2.7655317e+22,0.9633356541021647
108,1.281155,8.392257449999998e+23,1.0294140700530763
109,0.24421500000000002,6.7732869e+22,14.179302764225614
110,0.48190500000000003,9.878466669999997e+23,15.125042255464887
111,0.8168949999999999,1.659145663e+24,1.0202402505628045
112,0.7251549999999999,4.435429700000001e+22,0.9692478173116328
113,0.8433049999999999,5.3530430899999995e+23,0.9857786911250085
114,0.049615,3.1153797699999995e+23,14.200739003502617
115,0.541675,8.87652787e+23,0.9120584701890723
116,0.41518499999999997,6.47187475e+23,0.8721210139255331
117,0.780755,1.3635737169999999e+24,0.9424555920633799
118,0.7682450000000001,1.6574757649999996e+24,0.9570718667193417
119,0.7112549999999999,1.6207380089999996e+24,0.9337238817704584
120,0.791875,1.543922701e+24,0.9065384945434458
121,0.266455,9.444293190000001e+23,0.8872379372987242
122,0.704305,1.2626235e+22,1.0456578194953412
123,0.039885,5.75381861e+23,0.9244980943890257
124,0.417965,1.226642081e+24,0.8747445481625473
125,0.149695,1.4053211669999996e+24,0.9485389540711164
126,0.13023500000000002,9.82836973e+23,0.9157346593067925
127,1.275595,1.381942595e+24,0.8359484975261011
128,0.16081499999999999,5.937507389999999e+23,0.9865269041637466
129,0.8738849999999999,8.726237049999998e+23,1.0167223573478037
130,1.111575,2.6144103699999998e+23,4.307481592159835
131,0.495805,1.595689539e+24,0.9345955722714554
132,1.3506549999999997,9.01011971e+23,0.9719888822919776
133,0.354025,4.1841144899999995e+23,0.9338683395032328
134,0.936435,2.0299460699999998e+23,0.9224399646608525
135,1.121305,2.08004301e+23,0.8799583531469206
136,0.797435,3.7332420299999995e+23,0.94187166748963
137,0.11772499999999998,9.04351767e+23,1.018107390550748
138,0.7710250000000001,1.1798849369999997e+24,0.9457339119864956
139,0.8113349999999999,7.607405389999999e+23,14.251692176470193
140,0.21085500000000001,1.2867584089999998e+24,0.9938909353617653
141,0.7501749999999999,1.019574729e+24,0.9317618314962215
142,0.601445,7.54060947e+23,0.919569508193107
143,1.024005,5.5200328899999995e+23,0.8517635634303575
144,0.652875,8.325461529999999e+23,0.9374358772639384
145,0.037105,5.8039155499999996e+23,0.936657228496131
146,0.016255,1.07810421e+23,0.9490477079292694
147,0.08714499999999999,3.499456309999999e+23,0.9692815040688785
148,1.1560549999999998,7.273425789999999e+23,0.8766410403820797
149,0.459665,7.223328849999999e+23,0.9066790345516489
150,1.142155,1.2800788169999998e+24,0.9595489268151722
151,1.110185,1.1999237129999997e+24,1.0187838132425635
152,0.07463499999999999,1.06140523e+23,1.021841800609848
153,1.165785,1.410330861e+24,0.8686095247858711
154,0.8196749999999999,1.9305826999999996e+22,0.9385161095893293
155,0.540285,9.945262589999998e+23,0.9963925181048878
156,0.067685,1.6340971929999997e+24,0.8959516386392821
157,0.138575,3.081981809999999e+23,0.9794773599830799
158,1.137985,1.3986415749999998e+24,0.9190987950053155
159,1.222775,6.9402767e+22,15.001070780999378
